1st,2nd,3rd,4th,speaker,pitch_con,syl,tone,prevsyl
2.8303173018810382e-05,-0.0018467282842462513,0.031186591755040856,1.1494831253109907,s3,_HHBD5_s3_2,2,4,2
-9.341485278106767e-06,0.00016188128505544708,0.010585861757707551,1.0323664929345284,s3,_HHCA1_s3_2,2,1,3
-6.169759380539309e-06,9.535198762729603e-05,0.012178541168308608,0.9890620730716724,s3,_HHCA2_s3_2,2,1,3
-1.851837353753822e-05,0.0005530462843839015,0.00972293265157674,0.9513557073338283,s3,_HHCA3_s3_2,2,1,3
-2.664869801782007e-06,-0.0002406810439113904,0.017453599531366448,0.991775000911591,s3,_HHCA4_s3_2,2,1,3
-2.409436004188808e-05,0.0008854413387504907,0.004885442569645785,0.9669645047002681,s3,_HHCA5_s3_2,2,1,3
-1.9425421271587663e-07,0.00021949459250127445,-0.0033394157803724976,1.0003606651084394,s3,_HHCB1_s3_2,2,2,3
3.841582315481082e-06,5.9854778535692985e-05,-8.919902049969767e-05,0.9687363525912317,s3,_HHCB2_s3_2,2,2,3
2.8980551942705658e-06,0.00014552950955370507,-0.0021094246297753256,0.9902141172254992,s3,_HHCB3_s3_2,2,2,3
5.383238713135754e-06,-1.9301805218346597e-05,0.0007698488074503828,0.9874617812373925,s3,_HHCB4_s3_2,2,2,3
1.1648185126310436e-05,-0.00022653526844716214,0.00046340427321245304,0.9661149071282148,s3,_HHCB5_s3_2,2,2,3
6.435711998923221e-05,-0.0029679979497888647,0.01939553163965556,1.234722503112023,s3,_HHCC1_s3_2,2,3,3
4.1648578239246116e-05,-0.0015358434351122436,-0.002267863444615336,1.3020037335522912,s3,_HHCC2_s3_2,2,3,3
5.5423253083402225e-05,-0.0026415564619340884,0.01942365642839649,1.2275636659144074,s3,_HHCC3_s3_2,2,3,3
4.070416464124939e-05,-0.0014970261672383012,-0.0053789414200989165,1.318516784833439,s3,_HHCC4_s3_2,2,3,3
4.25179640866673e-05,-0.0013553777355598633,-0.010518367195647124,1.3298196430461067,s3,_HHCC5_s3_2,2,3,3
-2.1189958450335923e-05,0.0001600124694291996,0.021705748955362213,0.9442546697036909,s3,_HHCD1_s3_2,2,4,3
-3.6410488296021515e-05,0.0010131253038698155,0.010329974576985692,0.9438858149942462,s3,_HHCD2_s3_2,2,4,3
-2.0948500913486115e-05,0.0002929121615426491,0.017362227482522547,0.9348486243583655,s3,_HHCD3_s3_2,2,4,3
-3.709724827626817e-05,0.00108112113395045,0.009819549501575656,0.9242514593038721,s3,_HHCD4_s3_2,2,4,3
-3.2957495206606756e-05,0.0005770220555832595,0.019622573732305124,0.8829167371986577,s3,_HHCD5_s3_2,2,4,3
-1.118155339019367e-05,0.0005937349148097088,-0.005490330850270503,1.1942798954409402,s3,_HHDA1_s3_2,2,1,4
-3.308742669538395e-06,0.00016325319279959967,-0.0005445929178665834,1.1967085993747932,s3,_HHDA2_s3_2,2,1,4
-1.0251672661281589e-05,0.0004954260352796644,-0.003253063988092029,1.1651569380106772,s3,_HHDA3_s3_2,2,1,4
-9.9415411354692e-06,0.0004578255376159782,-0.0036418390439779988,1.2123343376148845,s3,_HHDA4_s3_2,2,1,4
-1.440654993913261e-05,0.0005897302446581899,-0.001406887100264767,1.1197695931553338,s3,_HHDA5_s3_2,2,1,4
-9.612414855923107e-06,0.0009975510143720222,-0.020659090078234712,1.16734376562156,s3,_HHDB1_s3_2,2,2,4
-3.0256732855427635e-06,0.0006872944961324386,-0.020039532211553763,1.2098906542481291,s3,_HHDB2_s3_2,2,2,4
2.9532455826747044e-06,0.000364758704472248,-0.017318543507599125,1.2214778475323764,s3,_HHDB3_s3_2,2,2,4
5.660596963916284e-06,0.00024247884120023414,-0.016191433383578282,1.2308487726764543,s3,_HHDB4_s3_2,2,2,4
-8.06221497053209e-06,0.0008560681771331523,-0.020964577846898525,1.1555650189599214,s3,_HHDB5_s3_2,2,2,4
2.5229739302076994e-05,-0.0008304855589528888,-0.006377215319675369,1.199491779383651,s3,_HHDC1_s3_2,2,3,4
4.387337078144151e-06,0.0001995153159753001,-0.020808297175175187,1.248399973940267,s3,_HHDC2_s3_2,2,3,4
1.4589253934460238e-05,-0.0003342908197334515,-0.011521816191461004,1.1885268393885913,s3,_HHDC3_s3_2,2,3,4
1.0813826441071127e-05,-8.055572487725813e-05,-0.015837533537030858,1.1883087946878836,s3,_HHDC4_s3_2,2,3,4
8.1421285069843e-06,-4.03828231331537e-06,-0.01498556250067958,1.1654489136931347,s3,_HHDC5_s3_2,2,3,4
-7.185933700029329e-06,-4.3663327723841785e-06,0.00566853426785293,1.2585010655886482,s3,_HHDD1_s3_2,2,4,4
-1.0599866049991566e-05,9.07976291672232e-05,0.004334937399466889,1.2534721069887442,s3,_HHDD2_s3_2,2,4,4
-1.5677396307750729e-06,-0.00026220224476597014,0.00798197114860715,1.2217663547614264,s3,_HHDD3_s3_2,2,4,4
-3.2041776434102025e-06,-9.368835014165444e-05,0.0045117770018218975,1.2487286967384486,s3,_HHDD4_s3_2,2,4,4
-7.557293521109018e-07,-0.0002622182591223139,0.006673286978007107,1.2458920478277666,s3,_HHDD5_s3_2,2,4,4
