feature
ccbaa
ccabc
bccaa
ccaaa
aabcb
cbaaa
cacba
baabc
aaccc
aabcc
cbabb
aaccb
ccbaa
accac
cccaa
aaccc
aaccc
aabcc
abccb
aaabc
aabbc
aabcc
abccb
cbaba
cbbaa
babac
bbbca
abcbb
aaacc
cbbba
ccaaa
ccaaa
ccbaa
aabcc
cccba
abcbc
cbaab
ccaab
bccaa
aaabc
abbcc
aabcc
abbcc
ccbab
abcca
caaca
cccaa
cccaa
aabbc
cbacb
baacc
abbbb
bccba
bcbaa
aaccb
abccb
cbaba
cccba
aaacc
cbaba
ccbaa
bccca
cbbba
baacc
abcca
ccbab
ccbaa
abcca
ccbaa
aaccc
cbbba
cccab
baabc
bcbac
ccbaa
aaacc
acbcb
bacca
ccaaa
abbcb
aacca
ccbab
aabcc
cccaa
cccba
aabcc
ccaaa
ccbaa
cbaaa
bbcba
cccaa
accca
cbaac
cbaab
aabcc
cccba
aabcc
ccaab
bccaa
abccc
acbbb
caaba
aabbc
bacca
aaacc
abccc
abccb
bbbbb
cbaac
caabc
caaba
caabc
cccba
bcbaa
ccaac
cbbba
cabca
cbacc
bccca
abbcc
cbaab
cccba
cbaca
ccaaa
aaacc
aabcc
aaacc
ccbaa
bccaa
baacc
bbcca
aacca
ccbaa
accbb
bbbca
caabc
aabcc
cbcba
abccb
abcbb
ccbaa
acbbc
cbcab
cccba
ccaaa
cbacb
cabbb
abccc
cbaaa
cccaa
ccbaa
ccaaa
cccba
abbcb
babbc
aabbc
ccbaa
cabbb
cccaa
aabcc
aacbb
aabcc
aabcc
ccbaa
cbabb
abbcc
caabb
ccbaa
ccbaa
aaccc
cbabb
baaac
cbaab
caabc
aabcc
aabcc
ccaba
abbcb
ccbaa
abbbc
aabcc
aabbc
cbbba
bbbbc
ccaac
cbabb
cbbac
bccaa
aaccc
accba
ccaaa
bbacb
aabcc
bbaac
ccaab
ccbaa
ababc
cbbba
aabbc
bcbac
aabcc
abbbb
aabcc
accaa
ccaab
bccba
aabcc
cbaab
cbcba
aabcb
cccaa
caacb
ccbaa
ccbaa
aabbc
bcbaa
cccba
cbaaa
acbbc
bcbaa
ccabb
babcc
bbbac
caaca
cbacb
aaccb
cbbca
cbaab
accaa
bacbb
cbaac
abcac
ccbaa
ccbaa
aabcc
aaacb
bbcab
aabcc
aaccc
cbabc
bccba
abbcc
bbcaa
cccaa
ababc
abbcc
cbaaa
bcaaa
abcca
aabcc
cacba
bbbbc
ccbaa
ccaab
abcba
bccaa
abccb
aabcc
cbaac
ccaab
cabaa
aabcc
cccaa
ccbaa
aaacc
aaacc
aaccb
cabbb
cacab
aaccc
aaccc
aabcc
bcabc
accca
abbcc
abcba
cccba
aacca
aaabc
aaacc
aaccb
aaccc
caabc
aabcc
bccba
aaccb
ccbaa
bacac
abbcc
aacca
aabcc
aaccb
ccaaa
abccb
cbaab
bccaa
caabb
cbbaa
abccc
baaac
ccaaa
aabcb
aabbc
ccbaa
caacc
aabcc
cbbaa
aaccb
bccaa
abcba
cbacb
cabbb
cbbba
baacc
aaccb
abccc
ccbab
acbbb
ccbaa
aabcc
ccaab
aabcb
baabc
aabcc
abcca
cccab
ccbba
aaccc
aaabc
aaccc
aabbc
cbcaa
aaccc
bbbac
ccaab
abcca
ccaaa
ccbaa
cbaac
cccaa
cccba
cbaab
ccbaa
cbbac
acabc
aaacc
bbcba
aaabc
aabcb
cbaab
aacbb
cbaaa
baabc
bcbab
abccc
abcca
ccbaa
bbaac
bbcaa
babca
abbcc
ccbab
aabcb
abbcc
cbaab
aaacc
bbbca
ccaab
ccaba
aabcc
accbc
cbbbb
bcabb
cacbb
cccba
cbabb
abccb
bbcba
bccba
ccbaa
bccaa
ccbba
bbcca
abcca
cabbc
aaacc
bccba
ccbab
bbabc
acbca
bccba
ccaaa
aabbc
accca
bbcca
abcbc
caabc
abccb
caabc
cabba
cbbaa
cccaa
abccb
bcbaa
ccaaa
cbbaa
cccaa
accba
aabcc
caacb
cbaab
aabcb
cccba
ccbaa
abcbc
acaac
caaab
cbaab
cbbca
cbbbb
cbbaa
baacb
cccaa
cbbbb
aacbb
ccbaa
accac
bccaa
ccbaa
cabbc
caabc
caaac
aacbc
aaccb
ccbaa
ccbab
ccbba
bccba
ccaaa
bbabc
aabcc
ccbaa
aaccb
aabbc
caaab
abccb
abccb
babcc
aaccc
aabcc
aaacc
bbacc
babcc
abccb
abbcc
abcca
bbcba
aaccc
aaacc
aabcc
ccaab
abccc
abbcc
aaccc
aabcc
cbbab
bbbbb
bbbca
abacb
abbbc
bbcba
cbcba
accbb
cccaa
ccbba
aabcc
aaacc
cccaa
cbcba
cbaaa
babba
aacca
ccaab
abcbc
ccbaa
aaabc
ccbaa
bbcca
aaccc
babca
aaccc
aabcc
cacca
abcca
abbcb
caabc
aaccb
abbbc
cbaba
aaacc
ccaaa
ccbaa
cccaa
abccb
bcaaa
accca
cabba
cbabb
ccbba
cbaaa
aabcc
ababc
ccaab
ccaaa
cccba
abcbb
cbaba
ccbaa
aaccc
cacba
bbaac
abcbc
abbcc
baabc
abbbb
aabcc
aaacc
aabcc
abcac
abbca
abbcc
caabc
ccbaa
ccbaa
ccbaa
ccaaa
cbcaa
bbabb
bccaa
cbabc
abcac
aabcc
ccaba
baacc
abbcc
aaccc
aabcc
bbbba
cbbba
aabcc
aaccc
bbcca
aacca
accbc
ccaaa
ccaab
cbabb
cbaaa
aaccb
caacb
abbac
baacc
cbaac
aacca
aaacc
bccaa
aaabc
aaccb
aacbc
baaac
cbaab
aaccc
ccbba
bbcab
cbaba
bccba
abcbb
bacbb
ccbba
ccaac
caaba
bbbba
caaac
bccba
aabcc
baabc
caabb
accab
abccb
bcbaa
aacbc
cccba
ccbaa
bccba
aabcc
acbcb
bbbab
caabc
cbbba
babac
bccaa
ababc
aaabc
ccbaa
ccaab
abbca
accba
cbbac
cccba
abbcc
aabcc
accbb
bccaa
cbaab
cccba
baabc
cbaab
ccaab
aabcb
babcc
ccbaa
abcca
ccbaa
ccaab
bbacb
aacca
aaabc
baabc
abbbc
aaccb
aaabc
cccba
babbc
accba
bacab
cbbba
bbacc
cccaa
aabcb
aaccc
ccaaa
aabcc
bbbac
bbcba
caaac
aabcc
babbc
ccbaa
ccbaa
abcca
babcc
abccb
baabc
bbcca
cccaa
cbcba
baabc
abcca
aaccc
abcbb
ccbaa
aaacc
cbcba
aacbc
bbbbc
accba
ccaab
cccab
bbcba
bbcba
abbcc
aabcc
caacb
aabcc
aabcc
bccba
ccbaa
aaccc
abcca
cbaab
ccaaa
ccbab
ccbaa
aaccb
ccbaa
cccaa
ccbaa
cccaa
ccbaa
cbbab
cacaa
cccaa
caabb
cbbaa
cabca
accbb
cccaa
cacbb
cccba
aabcc
baabc
bbabc
aacba
ccbaa
caccb
aaabc
bcbaa
cbbaa
cccaa
ccaaa
ababc
cccba
abcca
aaccc
bccaa
cbaac
ccbaa
caabc
cbbba
ccbaa
cbbbb
ccbaa
aabbc
cbbaa
cccaa
accaa
aabcc
aaccc
bbbca
aaabc
aacca
caabb
abcaa
bacac
abcca
cbaca
aaccc
accaa
accba
abcbb
ccbaa
abbbb
cccaa
caabb
bcabb
ccbaa
accbb
acacb
aaacc
cabbb
accba
cabbb
aabcc
bccba
abbbc
aabcb
ccaaa
cbbba
abaac
abbcc
aabcc
cbaba
baabc
ccaaa
cbbaa
aabcc
bbbca
ccbaa
ccbaa
caacb
aaacc
cbaab
caabb
aaccb
abcca
caabc
abccb
ccbaa
aabcc
bccba
aabcc
ccbaa
caabb
baabc
accba
bbbac
cccaa
ccaaa
caabc
ccaaa
accca
abccb
baabc
caabb
cbcba
ccaba
cbaab
bbbca
ccaaa
bccba
cbbaa
abbbc
abbbb
cbbba
ccaaa
abacb
aaabc
aaacc
aaccc
aaccc
ccbaa
cccaa
accbb
ccbaa
cabba
cbbab
aabcc
aaccc
abbbc
aaccc
bccaa
ccaba
cccaa
babcb
bbbba
ccbba
bbbac
abbbc
acbbb
caaca
abcbb
aaabc
abbcc
babcb
abbbb
accba
cccba
acbab
cbbaa
aabcc
aaabc
cabbc
aaacc
ccaab
abcac
bbaac
accba
ccbba
ccbaa
bbbbb
cbaba
ccbaa
aaacc
aabcc
abccb
cccaa
abbac
ccbaa
cacab
caabb
aacca
aaacc
accba
cbbba
abcbb
abbbc
ccaaa
aabcc
ccaac
baabc
caabb
aacbc
ccbaa
abccb
ccbaa
ccbaa
aaccc
cccaa
bbbba
cabca
bbcab
cccaa
abcca
ccaaa
caabc
cbbba
bacbb
abccc
cccba
