"time","f0_norm","Syllable1","Syllable2","Normtime","speaker","pitch_con"
2,84.2945456039604,"1","4","_LLAD2","s1","_LLAD2_s1_2"
3,88.3588271538147,"1","4","_LLAD2","s1","_LLAD2_s1_2"
4,92.3619996744449,"1","4","_LLAD2","s1","_LLAD2_s1_2"
5,95.3765613073851,"1","4","_LLAD2","s1","_LLAD2_s1_2"
6,97.5687214731536,"1","4","_LLAD2","s1","_LLAD2_s1_2"
7,99.1125478541142,"1","4","_LLAD2","s1","_LLAD2_s1_2"
8,99.8709714267845,"1","4","_LLAD2","s1","_LLAD2_s1_2"
9,99.9807555379919,"1","4","_LLAD2","s1","_LLAD2_s1_2"
10,99.9764175869134,"1","4","_LLAD2","s1","_LLAD2_s1_2"
11,99.8992565673695,"1","4","_LLAD2","s1","_LLAD2_s1_2"
12,97.8736907375876,"1","4","_LLAD2","s1","_LLAD2_s1_2"
13,94.147768968189,"1","4","_LLAD2","s1","_LLAD2_s1_2"
14,88.5759060347461,"1","4","_LLAD2","s1","_LLAD2_s1_2"
15,79.6545714950041,"1","4","_LLAD2","s1","_LLAD2_s1_2"
16,66.5312212871659,"1","4","_LLAD2","s1","_LLAD2_s1_2"
17,50.643250739171,"1","4","_LLAD2","s1","_LLAD2_s1_2"
18,31.9550743132934,"1","4","_LLAD2","s1","_LLAD2_s1_2"
19,8.88931537287817,"1","4","_LLAD2","s1","_LLAD2_s1_2"
20,-16.4571495232694,"1","4","_LLAD2","s1","_LLAD2_s1_2"
21,-43.9431554033995,"1","4","_LLAD2","s1","_LLAD2_s1_2"
22,-73.4481347712529,"1","4","_LLAD2","s1","_LLAD2_s1_2"
23,-103.473311310763,"1","4","_LLAD2","s1","_LLAD2_s1_2"
24,-133.252148682235,"1","4","_LLAD2","s1","_LLAD2_s1_2"
25,-160.316829271978,"1","4","_LLAD2","s1","_LLAD2_s1_2"
26,-184.163699882174,"1","4","_LLAD2","s1","_LLAD2_s1_2"
27,-200.397760091453,"1","4","_LLAD2","s1","_LLAD2_s1_2"
28,-203.825718983888,"1","4","_LLAD2","s1","_LLAD2_s1_2"
29,-212.29879201401,"1","4","_LLAD2","s1","_LLAD2_s1_2"
30,-223.880278146692,"1","4","_LLAD2","s1","_LLAD2_s1_2"
1,-240.511044181329,"1","4","_LLAD2","s2","_LLAD2_s2_1"
2,-231.434771344585,"1","4","_LLAD2","s2","_LLAD2_s2_1"
3,-220.25493315612,"1","4","_LLAD2","s2","_LLAD2_s2_1"
4,-204.9388051123,"1","4","_LLAD2","s2","_LLAD2_s2_1"
5,-192.616574151507,"1","4","_LLAD2","s2","_LLAD2_s2_1"
6,-181.645442884052,"1","4","_LLAD2","s2","_LLAD2_s2_1"
7,-158.12381117207,"1","4","_LLAD2","s2","_LLAD2_s2_1"
8,-133.918452736717,"1","4","_LLAD2","s2","_LLAD2_s2_1"
9,-108.182772278418,"1","4","_LLAD2","s2","_LLAD2_s2_1"
10,-83.6118558686499,"1","4","_LLAD2","s2","_LLAD2_s2_1"
11,-59.8089957893851,"1","4","_LLAD2","s2","_LLAD2_s2_1"
12,-39.584995159124,"1","4","_LLAD2","s2","_LLAD2_s2_1"
13,-20.5516240622205,"1","4","_LLAD2","s2","_LLAD2_s2_1"
14,-3.44799380141558,"1","4","_LLAD2","s2","_LLAD2_s2_1"
15,12.4455069579014,"1","4","_LLAD2","s2","_LLAD2_s2_1"
16,27.7242414591049,"1","4","_LLAD2","s2","_LLAD2_s2_1"
17,42.5766386289824,"1","4","_LLAD2","s2","_LLAD2_s2_1"
18,57.3781260196472,"1","4","_LLAD2","s2","_LLAD2_s2_1"
19,72.1847850395022,"1","4","_LLAD2","s2","_LLAD2_s2_1"
20,86.9639733850888,"1","4","_LLAD2","s2","_LLAD2_s2_1"
21,101.636020483254,"1","4","_LLAD2","s2","_LLAD2_s2_1"
22,115.572048970957,"1","4","_LLAD2","s2","_LLAD2_s2_1"
23,129.221417957053,"1","4","_LLAD2","s2","_LLAD2_s2_1"
24,142.471796818494,"1","4","_LLAD2","s2","_LLAD2_s2_1"
25,155.148196751347,"1","4","_LLAD2","s2","_LLAD2_s2_1"
26,167.460683854571,"1","4","_LLAD2","s2","_LLAD2_s2_1"
27,178.051022034237,"1","4","_LLAD2","s2","_LLAD2_s2_1"
28,187.961895321599,"1","4","_LLAD2","s2","_LLAD2_s2_1"
29,196.828437334997,"1","4","_LLAD2","s2","_LLAD2_s2_1"
30,205.00728068116,"1","4","_LLAD2","s2","_LLAD2_s2_1"
1,62.4856404765228,"1","4","_LLAD2","s2","_LLAD2_s2_2"
2,70.6838852960293,"1","4","_LLAD2","s2","_LLAD2_s2_2"
3,78.8355832966809,"1","4","_LLAD2","s2","_LLAD2_s2_2"
4,86.933282314191,"1","4","_LLAD2","s2","_LLAD2_s2_2"
5,93.6382029465369,"1","4","_LLAD2","s2","_LLAD2_s2_2"
6,99.6370253609978,"1","4","_LLAD2","s2","_LLAD2_s2_2"
7,102.990217298867,"1","4","_LLAD2","s2","_LLAD2_s2_2"
8,104.964656523862,"1","4","_LLAD2","s2","_LLAD2_s2_2"
9,104.164867144283,"1","4","_LLAD2","s2","_LLAD2_s2_2"
10,100.77859237905,"1","4","_LLAD2","s2","_LLAD2_s2_2"
11,96.0649810807229,"1","4","_LLAD2","s2","_LLAD2_s2_2"
12,88.6135802607296,"1","4","_LLAD2","s2","_LLAD2_s2_2"
13,80.1353976191838,"1","4","_LLAD2","s2","_LLAD2_s2_2"
14,69.5906157678605,"1","4","_LLAD2","s2","_LLAD2_s2_2"
15,58.3751466940898,"1","4","_LLAD2","s2","_LLAD2_s2_2"
16,46.7725198535973,"1","4","_LLAD2","s2","_LLAD2_s2_2"
17,33.5939121000265,"1","4","_LLAD2","s2","_LLAD2_s2_2"
18,19.2299033768379,"1","4","_LLAD2","s2","_LLAD2_s2_2"
19,2.49857290023215,"1","4","_LLAD2","s2","_LLAD2_s2_2"
20,-16.6265879057567,"1","4","_LLAD2","s2","_LLAD2_s2_2"
21,-37.1399059109931,"1","4","_LLAD2","s2","_LLAD2_s2_2"
22,-64.62631910593,"1","4","_LLAD2","s2","_LLAD2_s2_2"
23,-95.0630308097095,"1","4","_LLAD2","s2","_LLAD2_s2_2"
24,-131.26574474549,"1","4","_LLAD2","s2","_LLAD2_s2_2"
25,-141.366749058942,"1","4","_LLAD2","s2","_LLAD2_s2_2"
26,-137.479901864687,"1","4","_LLAD2","s2","_LLAD2_s2_2"
27,-156.094964103635,"1","4","_LLAD2","s2","_LLAD2_s2_2"
28,-179.895287055821,"1","4","_LLAD2","s2","_LLAD2_s2_2"
29,-214.18427197377,"1","4","_LLAD2","s2","_LLAD2_s2_2"
30,-226.243820155568,"1","4","_LLAD2","s2","_LLAD2_s2_2"
1,-111.961843994106,"1","4","_LLAD2","s3","_LLAD2_s3_1"
2,-108.999327086194,"1","4","_LLAD2","s3","_LLAD2_s3_1"
3,-104.831909256677,"1","4","_LLAD2","s3","_LLAD2_s3_1"
4,-100.067571786803,"1","4","_LLAD2","s3","_LLAD2_s3_1"
5,-96.7176152418915,"1","4","_LLAD2","s3","_LLAD2_s3_1"
6,-89.3537709441002,"1","4","_LLAD2","s3","_LLAD2_s3_1"
7,-79.6901060515374,"1","4","_LLAD2","s3","_LLAD2_s3_1"
8,-68.1247587578491,"1","4","_LLAD2","s3","_LLAD2_s3_1"
9,-55.1551291729345,"1","4","_LLAD2","s3","_LLAD2_s3_1"
10,-41.1435637469397,"1","4","_LLAD2","s3","_LLAD2_s3_1"
11,-26.1578009337941,"1","4","_LLAD2","s3","_LLAD2_s3_1"
12,-10.7088508293371,"1","4","_LLAD2","s3","_LLAD2_s3_1"
13,3.66261607014667,"1","4","_LLAD2","s3","_LLAD2_s3_1"
14,16.8271668648244,"1","4","_LLAD2","s3","_LLAD2_s3_1"
15,27.9033809902608,"1","4","_LLAD2","s3","_LLAD2_s3_1"
16,36.1472992433098,"1","4","_LLAD2","s3","_LLAD2_s3_1"
17,42.44034125648,"1","4","_LLAD2","s3","_LLAD2_s3_1"
18,46.7163487103287,"1","4","_LLAD2","s3","_LLAD2_s3_1"
19,49.5093241402442,"1","4","_LLAD2","s3","_LLAD2_s3_1"
20,52.1414076200488,"1","4","_LLAD2","s3","_LLAD2_s3_1"
21,54.733639432593,"1","4","_LLAD2","s3","_LLAD2_s3_1"
22,57.6463243522103,"1","4","_LLAD2","s3","_LLAD2_s3_1"
23,60.4577016277617,"1","4","_LLAD2","s3","_LLAD2_s3_1"
24,62.9462234675593,"1","4","_LLAD2","s3","_LLAD2_s3_1"
25,64.7137728915482,"1","4","_LLAD2","s3","_LLAD2_s3_1"
26,65.1903656755524,"1","4","_LLAD2","s3","_LLAD2_s3_1"
27,64.8143953041567,"1","4","_LLAD2","s3","_LLAD2_s3_1"
28,63.6145085291287,"1","4","_LLAD2","s3","_LLAD2_s3_1"
29,62.2505147716904,"1","4","_LLAD2","s3","_LLAD2_s3_1"
30,61.1969168543228,"1","4","_LLAD2","s3","_LLAD2_s3_1"
1,73.841042108186,"1","4","_LLAD2","s3","_LLAD2_s3_2"
2,74.9654761091499,"1","4","_LLAD2","s3","_LLAD2_s3_2"
3,76.3569258667883,"1","4","_LLAD2","s3","_LLAD2_s3_2"
4,78.0435563743222,"1","4","_LLAD2","s3","_LLAD2_s3_2"
5,79.8992204289295,"1","4","_LLAD2","s3","_LLAD2_s3_2"
6,81.7120991413876,"1","4","_LLAD2","s3","_LLAD2_s3_2"
7,83.4550683504051,"1","4","_LLAD2","s3","_LLAD2_s3_2"
8,84.7783476883217,"1","4","_LLAD2","s3","_LLAD2_s3_2"
9,85.7214015846014,"1","4","_LLAD2","s3","_LLAD2_s3_2"
10,86.1047613242897,"1","4","_LLAD2","s3","_LLAD2_s3_2"
11,85.0508000280147,"1","4","_LLAD2","s3","_LLAD2_s3_2"
12,82.8976455224113,"1","4","_LLAD2","s3","_LLAD2_s3_2"
13,78.9666986058705,"1","4","_LLAD2","s3","_LLAD2_s3_2"
14,72.3712560644733,"1","4","_LLAD2","s3","_LLAD2_s3_2"
15,63.9928999944279,"1","4","_LLAD2","s3","_LLAD2_s3_2"
16,52.6580914120875,"1","4","_LLAD2","s3","_LLAD2_s3_2"
17,38.2614791385665,"1","4","_LLAD2","s3","_LLAD2_s3_2"
18,22.0939445445854,"1","4","_LLAD2","s3","_LLAD2_s3_2"
19,3.55685306574514,"1","4","_LLAD2","s3","_LLAD2_s3_2"
20,-16.9687764681275,"1","4","_LLAD2","s3","_LLAD2_s3_2"
21,-38.8545610455396,"1","4","_LLAD2","s3","_LLAD2_s3_2"
22,-62.593854448417,"1","4","_LLAD2","s3","_LLAD2_s3_2"
23,-87.0849324095634,"1","4","_LLAD2","s3","_LLAD2_s3_2"
24,-112.185942299275,"1","4","_LLAD2","s3","_LLAD2_s3_2"
25,-137.810963892817,"1","4","_LLAD2","s3","_LLAD2_s3_2"
26,-149.057745901172,"1","4","_LLAD2","s3","_LLAD2_s3_2"
27,-150.945337973924,"1","4","_LLAD2","s3","_LLAD2_s3_2"
28,-163.865909754938,"1","4","_LLAD2","s3","_LLAD2_s3_2"
29,-181.727828377457,"1","4","_LLAD2","s3","_LLAD2_s3_2"
30,-203.631714781335,"1","4","_LLAD2","s3","_LLAD2_s3_2"
1,-153.534589189152,"1","4","_LLAD3","s1","_LLAD3_s1_1"
2,-151.001421393395,"1","4","_LLAD3","s1","_LLAD3_s1_1"
3,-146.802099134041,"1","4","_LLAD3","s1","_LLAD3_s1_1"
4,-140.822922974732,"1","4","_LLAD3","s1","_LLAD3_s1_1"
5,-134.886726783137,"1","4","_LLAD3","s1","_LLAD3_s1_1"
6,-124.988237482549,"1","4","_LLAD3","s1","_LLAD3_s1_1"
7,-110.225652350747,"1","4","_LLAD3","s1","_LLAD3_s1_1"
8,-90.9618535209343,"1","4","_LLAD3","s1","_LLAD3_s1_1"
9,-70.7757920530628,"1","4","_LLAD3","s1","_LLAD3_s1_1"
10,-49.7153369926841,"1","4","_LLAD3","s1","_LLAD3_s1_1"
11,-30.7172538603606,"1","4","_LLAD3","s1","_LLAD3_s1_1"
12,-13.649759656626,"1","4","_LLAD3","s1","_LLAD3_s1_1"
13,0.737909889240882,"1","4","_LLAD3","s1","_LLAD3_s1_1"
14,11.9409088293887,"1","4","_LLAD3","s1","_LLAD3_s1_1"
15,21.7707407252769,"1","4","_LLAD3","s1","_LLAD3_s1_1"
16,30.0098874800424,"1","4","_LLAD3","s1","_LLAD3_s1_1"
17,38.0480645436007,"1","4","_LLAD3","s1","_LLAD3_s1_1"
18,46.2341878535624,"1","4","_LLAD3","s1","_LLAD3_s1_1"
19,54.8959242561109,"1","4","_LLAD3","s1","_LLAD3_s1_1"
20,63.4202914816535,"1","4","_LLAD3","s1","_LLAD3_s1_1"
21,71.7336540533634,"1","4","_LLAD3","s1","_LLAD3_s1_1"
22,79.608749220977,"1","4","_LLAD3","s1","_LLAD3_s1_1"
23,86.4576354003052,"1","4","_LLAD3","s1","_LLAD3_s1_1"
24,92.5109817472307,"1","4","_LLAD3","s1","_LLAD3_s1_1"
25,97.0788884562783,"1","4","_LLAD3","s1","_LLAD3_s1_1"
26,100.54009492988,"1","4","_LLAD3","s1","_LLAD3_s1_1"
27,103.320645923295,"1","4","_LLAD3","s1","_LLAD3_s1_1"
28,105.144483117767,"1","4","_LLAD3","s1","_LLAD3_s1_1"
29,106.615343296907,"1","4","_LLAD3","s1","_LLAD3_s1_1"
30,108.013254186541,"1","4","_LLAD3","s1","_LLAD3_s1_1"
1,91.4610038901671,"1","4","_LLAD3","s1","_LLAD3_s1_2"
2,93.569737155613,"1","4","_LLAD3","s1","_LLAD3_s1_2"
3,95.9269415288882,"1","4","_LLAD3","s1","_LLAD3_s1_2"
4,98.492701739877,"1","4","_LLAD3","s1","_LLAD3_s1_2"
5,101.236104277835,"1","4","_LLAD3","s1","_LLAD3_s1_2"
6,104.058125879399,"1","4","_LLAD3","s1","_LLAD3_s1_2"
7,106.828519036427,"1","4","_LLAD3","s1","_LLAD3_s1_2"
8,109.531901484085,"1","4","_LLAD3","s1","_LLAD3_s1_2"
9,112.149942254747,"1","4","_LLAD3","s1","_LLAD3_s1_2"
10,114.52004261785,"1","4","_LLAD3","s1","_LLAD3_s1_2"
11,115.782612283483,"1","4","_LLAD3","s1","_LLAD3_s1_2"
12,115.594596164143,"1","4","_LLAD3","s1","_LLAD3_s1_2"
13,113.134415126842,"1","4","_LLAD3","s1","_LLAD3_s1_2"
14,107.481531656783,"1","4","_LLAD3","s1","_LLAD3_s1_2"
15,98.7695024219327,"1","4","_LLAD3","s1","_LLAD3_s1_2"
16,86.7841093691197,"1","4","_LLAD3","s1","_LLAD3_s1_2"
17,70.6075307092335,"1","4","_LLAD3","s1","_LLAD3_s1_2"
18,50.1541573722695,"1","4","_LLAD3","s1","_LLAD3_s1_2"
19,25.8004716116545,"1","4","_LLAD3","s1","_LLAD3_s1_2"
20,-2.55319802587519,"1","4","_LLAD3","s1","_LLAD3_s1_2"
21,-36.6484913610866,"1","4","_LLAD3","s1","_LLAD3_s1_2"
22,-73.5109430770485,"1","4","_LLAD3","s1","_LLAD3_s1_2"
23,-112.282264071405,"1","4","_LLAD3","s1","_LLAD3_s1_2"
24,-151.54167639272,"1","4","_LLAD3","s1","_LLAD3_s1_2"
25,-187.78518748095,"1","4","_LLAD3","s1","_LLAD3_s1_2"
26,-220.071447022754,"1","4","_LLAD3","s1","_LLAD3_s1_2"
27,-244.812297566402,"1","4","_LLAD3","s1","_LLAD3_s1_2"
28,-249.445123428201,"1","4","_LLAD3","s1","_LLAD3_s1_2"
29,-259.582737727361,"1","4","_LLAD3","s1","_LLAD3_s1_2"
30,-273.650580426549,"1","4","_LLAD3","s1","_LLAD3_s1_2"
1,-206.598300442449,"1","4","_LLAD3","s2","_LLAD3_s2_1"
2,-200.182381966029,"1","4","_LLAD3","s2","_LLAD3_s2_1"
3,-192.484606473927,"1","4","_LLAD3","s2","_LLAD3_s2_1"
4,-181.266364639842,"1","4","_LLAD3","s2","_LLAD3_s2_1"
5,-171.311552903348,"1","4","_LLAD3","s2","_LLAD3_s2_1"
6,-162.443908946334,"1","4","_LLAD3","s2","_LLAD3_s2_1"
7,-144.783525919222,"1","4","_LLAD3","s2","_LLAD3_s2_1"
8,-124.92477469419,"1","4","_LLAD3","s2","_LLAD3_s2_1"
9,-102.274972178153,"1","4","_LLAD3","s2","_LLAD3_s2_1"
10,-80.0863942401252,"1","4","_LLAD3","s2","_LLAD3_s2_1"
11,-58.5058119069281,"1","4","_LLAD3","s2","_LLAD3_s2_1"
12,-38.28145637431,"1","4","_LLAD3","s2","_LLAD3_s2_1"
13,-18.9951432493435,"1","4","_LLAD3","s2","_LLAD3_s2_1"
14,-1.06483758803779,"1","4","_LLAD3","s2","_LLAD3_s2_1"
15,16.1971970962918,"1","4","_LLAD3","s2","_LLAD3_s2_1"
16,31.3460065722659,"1","4","_LLAD3","s2","_LLAD3_s2_1"
17,46.2891542386856,"1","4","_LLAD3","s2","_LLAD3_s2_1"
18,60.9973015099933,"1","4","_LLAD3","s2","_LLAD3_s2_1"
19,75.0466435077583,"1","4","_LLAD3","s2","_LLAD3_s2_1"
20,88.7271429844925,"1","4","_LLAD3","s2","_LLAD3_s2_1"
21,100.778253626682,"1","4","_LLAD3","s2","_LLAD3_s2_1"
22,112.44312256148,"1","4","_LLAD3","s2","_LLAD3_s2_1"
23,123.24270160653,"1","4","_LLAD3","s2","_LLAD3_s2_1"
24,132.361787382536,"1","4","_LLAD3","s2","_LLAD3_s2_1"
25,139.673360868222,"1","4","_LLAD3","s2","_LLAD3_s2_1"
26,145.01473176286,"1","4","_LLAD3","s2","_LLAD3_s2_1"
27,149.650869153437,"1","4","_LLAD3","s2","_LLAD3_s2_1"
28,152.209090184702,"1","4","_LLAD3","s2","_LLAD3_s2_1"
29,154.251742713117,"1","4","_LLAD3","s2","_LLAD3_s2_1"
30,154.974925753187,"1","4","_LLAD3","s2","_LLAD3_s2_1"
1,141.294833171828,"1","4","_LLAD3","s2","_LLAD3_s2_2"
2,141.488664413619,"1","4","_LLAD3","s2","_LLAD3_s2_2"
3,141.622807631722,"1","4","_LLAD3","s2","_LLAD3_s2_2"
4,141.578458076166,"1","4","_LLAD3","s2","_LLAD3_s2_2"
5,141.18560861255,"1","4","_LLAD3","s2","_LLAD3_s2_2"
6,140.445524540439,"1","4","_LLAD3","s2","_LLAD3_s2_2"
7,138.047624274894,"1","4","_LLAD3","s2","_LLAD3_s2_2"
8,135.091198215181,"1","4","_LLAD3","s2","_LLAD3_s2_2"
9,129.186245647354,"1","4","_LLAD3","s2","_LLAD3_s2_2"
10,122.246940643706,"1","4","_LLAD3","s2","_LLAD3_s2_2"
11,112.264966629992,"1","4","_LLAD3","s2","_LLAD3_s2_2"
12,99.9737439009582,"1","4","_LLAD3","s2","_LLAD3_s2_2"
13,85.3533707788849,"1","4","_LLAD3","s2","_LLAD3_s2_2"
14,68.8422320380921,"1","4","_LLAD3","s2","_LLAD3_s2_2"
15,51.5820002979565,"1","4","_LLAD3","s2","_LLAD3_s2_2"
16,32.4748017334105,"1","4","_LLAD3","s2","_LLAD3_s2_2"
17,12.892911033327,"1","4","_LLAD3","s2","_LLAD3_s2_2"
18,-7.68647322947777,"1","4","_LLAD3","s2","_LLAD3_s2_2"
19,-28.7947122103199,"1","4","_LLAD3","s2","_LLAD3_s2_2"
20,-50.4422345042158,"1","4","_LLAD3","s2","_LLAD3_s2_2"
21,-74.0829016421421,"1","4","_LLAD3","s2","_LLAD3_s2_2"
22,-98.6342761173958,"1","4","_LLAD3","s2","_LLAD3_s2_2"
23,-126.699704814934,"1","4","_LLAD3","s2","_LLAD3_s2_2"
24,-155.493570889589,"1","4","_LLAD3","s2","_LLAD3_s2_2"
25,-185.556641516273,"1","4","_LLAD3","s2","_LLAD3_s2_2"
26,-200.891199588031,"1","4","_LLAD3","s2","_LLAD3_s2_2"
27,-201.55328334973,"1","4","_LLAD3","s2","_LLAD3_s2_2"
28,-214.47885016534,"1","4","_LLAD3","s2","_LLAD3_s2_2"
29,-231.55658956888,"1","4","_LLAD3","s2","_LLAD3_s2_2"
30,-259.701494043752,"1","4","_LLAD3","s2","_LLAD3_s2_2"
1,-75.2638282798355,"1","4","_LLAD3","s3","_LLAD3_s3_1"
2,-73.0129784082364,"1","4","_LLAD3","s3","_LLAD3_s3_1"
3,-70.3584095921135,"1","4","_LLAD3","s3","_LLAD3_s3_1"
4,-67.3493944009458,"1","4","_LLAD3","s3","_LLAD3_s3_1"
5,-64.7346811119198,"1","4","_LLAD3","s3","_LLAD3_s3_1"
6,-60.30457403788,"1","4","_LLAD3","s3","_LLAD3_s3_1"
7,-54.3441936514052,"1","4","_LLAD3","s3","_LLAD3_s3_1"
8,-47.0654848833744,"1","4","_LLAD3","s3","_LLAD3_s3_1"
9,-39.0887252531529,"1","4","_LLAD3","s3","_LLAD3_s3_1"
10,-30.5961292654601,"1","4","_LLAD3","s3","_LLAD3_s3_1"
11,-21.6414745026864,"1","4","_LLAD3","s3","_LLAD3_s3_1"
12,-12.9664810672571,"1","4","_LLAD3","s3","_LLAD3_s3_1"
13,-4.67766043215079,"1","4","_LLAD3","s3","_LLAD3_s3_1"
14,2.46174395111416,"1","4","_LLAD3","s3","_LLAD3_s3_1"
15,8.6912703132889,"1","4","_LLAD3","s3","_LLAD3_s3_1"
16,14.3336967252226,"1","4","_LLAD3","s3","_LLAD3_s3_1"
17,19.3533794274986,"1","4","_LLAD3","s3","_LLAD3_s3_1"
18,24.2238899505619,"1","4","_LLAD3","s3","_LLAD3_s3_1"
19,29.0680247198222,"1","4","_LLAD3","s3","_LLAD3_s3_1"
20,34.0237443064216,"1","4","_LLAD3","s3","_LLAD3_s3_1"
21,38.6821394034214,"1","4","_LLAD3","s3","_LLAD3_s3_1"
22,42.8974109126264,"1","4","_LLAD3","s3","_LLAD3_s3_1"
23,46.2254456550265,"1","4","_LLAD3","s3","_LLAD3_s3_1"
24,48.5852724127167,"1","4","_LLAD3","s3","_LLAD3_s3_1"
25,50.3607540570931,"1","4","_LLAD3","s3","_LLAD3_s3_1"
26,51.4103685537125,"1","4","_LLAD3","s3","_LLAD3_s3_1"
27,51.9429530292794,"1","4","_LLAD3","s3","_LLAD3_s3_1"
28,52.4052424209287,"1","4","_LLAD3","s3","_LLAD3_s3_1"
29,52.9180673741844,"1","4","_LLAD3","s3","_LLAD3_s3_1"
30,53.8206116735014,"1","4","_LLAD3","s3","_LLAD3_s3_1"
1,32.160926579498,"1","4","_LLAD3","s3","_LLAD3_s3_2"
2,35.6183780879494,"1","4","_LLAD3","s3","_LLAD3_s3_2"
3,39.9795815920972,"1","4","_LLAD3","s3","_LLAD3_s3_2"
4,45.2267699499575,"1","4","_LLAD3","s3","_LLAD3_s3_2"
5,51.8020502152083,"1","4","_LLAD3","s3","_LLAD3_s3_2"
6,58.8240212993098,"1","4","_LLAD3","s3","_LLAD3_s3_2"
7,66.0388501805132,"1","4","_LLAD3","s3","_LLAD3_s3_2"
8,73.2188964074371,"1","4","_LLAD3","s3","_LLAD3_s3_2"
9,79.6709694776021,"1","4","_LLAD3","s3","_LLAD3_s3_2"
10,85.2925942309212,"1","4","_LLAD3","s3","_LLAD3_s3_2"
11,89.7632786620843,"1","4","_LLAD3","s3","_LLAD3_s3_2"
12,91.9032336694415,"1","4","_LLAD3","s3","_LLAD3_s3_2"
13,92.0465041653169,"1","4","_LLAD3","s3","_LLAD3_s3_2"
14,90.0826412875269,"1","4","_LLAD3","s3","_LLAD3_s3_2"
15,84.2445892426319,"1","4","_LLAD3","s3","_LLAD3_s3_2"
16,74.9833077788235,"1","4","_LLAD3","s3","_LLAD3_s3_2"
17,62.6414513043487,"1","4","_LLAD3","s3","_LLAD3_s3_2"
18,46.3762308771841,"1","4","_LLAD3","s3","_LLAD3_s3_2"
19,27.5272683847595,"1","4","_LLAD3","s3","_LLAD3_s3_2"
20,6.40781705410859,"1","4","_LLAD3","s3","_LLAD3_s3_2"
21,-17.8777581568834,"1","4","_LLAD3","s3","_LLAD3_s3_2"
22,-43.4526824282796,"1","4","_LLAD3","s3","_LLAD3_s3_2"
23,-70.8720883204949,"1","4","_LLAD3","s3","_LLAD3_s3_2"
24,-100.737709817111,"1","4","_LLAD3","s3","_LLAD3_s3_2"
25,-132.691376228833,"1","4","_LLAD3","s3","_LLAD3_s3_2"
26,-148.283416704104,"1","4","_LLAD3","s3","_LLAD3_s3_2"
27,-148.891801703223,"1","4","_LLAD3","s3","_LLAD3_s3_2"
28,-166.013309487609,"1","4","_LLAD3","s3","_LLAD3_s3_2"
29,-190.610157312068,"1","4","_LLAD3","s3","_LLAD3_s3_2"
30,-214.379060288115,"1","4","_LLAD3","s3","_LLAD3_s3_2"
1,-154.218246027354,"1","4","_LLAD4","s1","_LLAD4_s1_1"
2,-150.175722368005,"1","4","_LLAD4","s1","_LLAD4_s1_1"
3,-144.549318039582,"1","4","_LLAD4","s1","_LLAD4_s1_1"
4,-137.912723727441,"1","4","_LLAD4","s1","_LLAD4_s1_1"
5,-132.447889273964,"1","4","_LLAD4","s1","_LLAD4_s1_1"
6,-121.942232583897,"1","4","_LLAD4","s1","_LLAD4_s1_1"
7,-108.648229220623,"1","4","_LLAD4","s1","_LLAD4_s1_1"
8,-93.4989466611498,"1","4","_LLAD4","s1","_LLAD4_s1_1"
9,-77.7553336075925,"1","4","_LLAD4","s1","_LLAD4_s1_1"
10,-61.9711277367974,"1","4","_LLAD4","s1","_LLAD4_s1_1"
11,-46.2659553904366,"1","4","_LLAD4","s1","_LLAD4_s1_1"
12,-31.0092380406497,"1","4","_LLAD4","s1","_LLAD4_s1_1"
13,-16.1677307383309,"1","4","_LLAD4","s1","_LLAD4_s1_1"
14,-1.66939777279163,"1","4","_LLAD4","s1","_LLAD4_s1_1"
15,12.8128927015305,"1","4","_LLAD4","s1","_LLAD4_s1_1"
16,26.7477956196956,"1","4","_LLAD4","s1","_LLAD4_s1_1"
17,39.9747324235047,"1","4","_LLAD4","s1","_LLAD4_s1_1"
18,51.8915201739781,"1","4","_LLAD4","s1","_LLAD4_s1_1"
19,62.7499146303244,"1","4","_LLAD4","s1","_LLAD4_s1_1"
20,72.7334704358482,"1","4","_LLAD4","s1","_LLAD4_s1_1"
21,81.7136354379106,"1","4","_LLAD4","s1","_LLAD4_s1_1"
22,89.2888024044023,"1","4","_LLAD4","s1","_LLAD4_s1_1"
23,96.1805377947928,"1","4","_LLAD4","s1","_LLAD4_s1_1"
24,102.298805298357,"1","4","_LLAD4","s1","_LLAD4_s1_1"
25,106.114940441628,"1","4","_LLAD4","s1","_LLAD4_s1_1"
26,108.242113554025,"1","4","_LLAD4","s1","_LLAD4_s1_1"
27,109.010817590847,"1","4","_LLAD4","s1","_LLAD4_s1_1"
28,108.154284918367,"1","4","_LLAD4","s1","_LLAD4_s1_1"
29,106.261429167083,"1","4","_LLAD4","s1","_LLAD4_s1_1"
30,104.056398596323,"1","4","_LLAD4","s1","_LLAD4_s1_1"
1,136.214365019883,"1","4","_LLAD4","s1","_LLAD4_s1_2"
2,134.697993703898,"1","4","_LLAD4","s1","_LLAD4_s1_2"
3,133.400585289439,"1","4","_LLAD4","s1","_LLAD4_s1_2"
4,132.346756177277,"1","4","_LLAD4","s1","_LLAD4_s1_2"
5,131.488850843482,"1","4","_LLAD4","s1","_LLAD4_s1_2"
6,130.518979608731,"1","4","_LLAD4","s1","_LLAD4_s1_2"
7,129.381067530828,"1","4","_LLAD4","s1","_LLAD4_s1_2"
8,127.485249490917,"1","4","_LLAD4","s1","_LLAD4_s1_2"
