slope,height,strength,duration,tone,pitch_con,numPoints
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
11,0.262199119,16,178.8365609,1,meng_1_224,14
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-12,-2.611873123,58,110.7980893,4,meng_4_228,8
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-13,-1.312328424,50,114.5696441,2,meng_2_233,9
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-34,-3.017318119,60,103.4127961,3,meng_3_236,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-8,-1.981752964,70,104.5304891,4,meng_4_239,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
-12,-1.280789205,70,103.1426795,1,meng_1_241,8
0,10.77636595,13,71.70288551,2,meng_2_243,6
0,10.77636595,13,71.70288551,2,meng_2_243,6
0,10.77636595,13,71.70288551,2,meng_2_243,6
0,10.77636595,13,71.70288551,2,meng_2_243,6
0,10.77636595,13,71.70288551,2,meng_2_243,6
0,10.77636595,13,71.70288551,2,meng_2_243,6
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-2,-2.213549976,48,146.9124626,4,meng_4_245,11
-100,2.488951978,50,51.64885971,2,meng_2_247,4
-100,2.488951978,50,51.64885971,2,meng_2_247,4
-100,2.488951978,50,51.64885971,2,meng_2_247,4
-100,2.488951978,50,51.64885971,2,meng_2_247,4
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-40,-2.738842747,27,209.4347924,4,meng_4_248,16
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-35,-3.337372106,80,163.399373,2,meng_2_252,11
-53,1.841698889,70,29.66405773,3,meng_3_254,2
-53,1.841698889,70,29.66405773,3,meng_3_254,2
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
99,-10.40122515,18,145.8264536,3,meng_3_256,11
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-16,-2.472623109,70,193.0782536,4,meng_4_258,12
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-17,-3.370262662,60,118.977683,3,meng_3_261,9
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-8,-2.393910941,80,216.6686112,4,meng_4_267,16
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-1,-0.516994508,80,196.0854574,1,meng_1_269,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-22,-1.619352487,39,177.4724289,1,meng_1_275,14
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
-20,-3.270896619,75,95.3368284,4,meng_4_279,7
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
64,-5.179714072,14,145.4951403,3,meng_3_280,11
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-18,-2.42962069,70,145.7761466,4,meng_4_282,9
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-10,-2.838571158,50,132.9270107,3,meng_3_285,10
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
-24,-3.854394124,30,305.6376697,4,meng_4_287,23
