slope,height,strength,duration,tone,pitch_con,numPoints
-100,-2.976943217,80,114.7168517,3,meng_3_76,8
-100,-2.976943217,80,114.7168517,3,meng_3_76,8
-100,-2.976943217,80,114.7168517,3,meng_3_76,8
-100,-2.976943217,80,114.7168517,3,meng_3_76,8
-100,-2.976943217,80,114.7168517,3,meng_3_76,8
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-17,-3.873687386,31,164.5771962,3,meng_3_78,13
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-7,-2.663203013,34,264.1962802,1,meng_1_79,20
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
-20,-3.14458378,66,107.4404864,3,meng_3_81,8
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
45,-0.544415096,46,145.5079101,2,meng_2_83,11
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
0,-1.439874051,35,127.6178554,2,meng_2_85,10
-1,-2.390506728,79,108.9506773,3,meng_3_87,6
-1,-2.390506728,79,108.9506773,3,meng_3_87,6
-1,-2.390506728,79,108.9506773,3,meng_3_87,6
-1,-2.390506728,79,108.9506773,3,meng_3_87,6
-1,-2.390506728,79,108.9506773,3,meng_3_87,6
-1,-2.390506728,79,108.9506773,3,meng_3_87,6
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-7,-3.055033212,40,168.6893087,3,meng_3_89,13
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
-100,5.511884661,13,266.9624429,1,meng_1_90,20
99,-11.67975296,80,35.31435444,3,meng_3_92,3
99,-11.67975296,80,35.31435444,3,meng_3_92,3
99,-11.67975296,80,35.31435444,3,meng_3_92,3
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.906234282,80,81.92930231,2,meng_2_94,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-100,-2.741222806,80,85.54888755,3,meng_3_96,7
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-16,-2.102704222,80,122.8635107,2,meng_2_99,9
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-10,-1.575105486,60,130.8495435,1,meng_1_100,10
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-12,-0.8980534,70,139.3213624,1,meng_1_102,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-26,-3.350633112,21,111.030887,2,meng_2_104,9
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
-56,-2.509095354,80,104.319434,3,meng_3_106,8
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
10,-2.093773658,26,185.8795393,2,meng_2_108,14
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
96,-19.15998668,11,201.6231497,3,meng_3_109,12
-61,-3.064572359,78,99.56428374,4,meng_4_110,6
-61,-3.064572359,78,99.56428374,4,meng_4_110,6
-61,-3.064572359,78,99.56428374,4,meng_4_110,6
-61,-3.064572359,78,99.56428374,4,meng_4_110,6
-61,-3.064572359,78,99.56428374,4,meng_4_110,6
-61,-3.064572359,78,99.56428374,4,meng_4_110,6
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
7,-0.696742315,70,177.6861052,2,meng_2_112,13
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
22,-3.907974547,27,116.2397502,2,meng_2_114,9
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
